,type,difficulty,category,question,correct_answer,incorrect_answers
20,multiple,medium,Entertainment: Books,"In the &quot;The Hobbit&quot;, who kills Smaug?",Bard,"['Bilbo Baggins', 'Gandalf the Grey', 'Frodo']"
21,multiple,medium,Entertainment: Books,"In the Lord of the Rings, who is the father of the dwarf Gimli?",Gloin,"['Thorin Oakenshield', 'Bombur', 'Dwalin']"
22,multiple,medium,Entertainment: Books,"What is the name of the gang that Ponyboy is a part of in the book, The Outsiders?",The Greasers,"['The Outsiders', 'The Mafia', 'The Socs']"
23,multiple,medium,Entertainment: Books,Which of the following authors was not born in England? ,Arthur Conan Doyle,"['Graham Greene', 'H G Wells', 'Arthur C Clarke']"
24,multiple,medium,Entertainment: Books,Which of the following was the author of &quot;Username Evie&quot;?,Joe Sugg,"['Zoe Sugg', 'Joe Weller', 'Alfie Deyes']"
25,multiple,medium,Entertainment: Books,Who wrote the 1967 horror novel &quot;Rosemary&#039;s Baby&quot;?,Ira Levin,"['Stephen King', 'Robert Bloch', 'Mary Shelley']"
26,multiple,medium,Entertainment: Books,Which of these book series is by James Patterson?,Maximum Ride,"['Harry Potter', 'The Legend of Xanth', 'The Bartemaeus Trilogy']"
27,multiple,medium,Entertainment: Books,"In the &quot;Harry Potter&quot; novels, what must a Hogwarts student do to enter the Ravenclaw Common Room?",Answer a riddle,"['Rhythmically tap barrels with a wand', 'Speak a password', 'Knock in sequence']"
28,multiple,medium,Entertainment: Books,"By what nickname is Jack Dawkins known in the Charles Dickens novel, &#039;Oliver Twist&#039;?",The Artful Dodger,"['Fagin', 'Bull&rsquo;s-eye', 'Mr. Fang']"
29,multiple,medium,Entertainment: Books,"In Romance of the Three Kingdoms, who was not a member of the Peach Garden Oath?",Zhao Yun,"['Liu Bei', 'Guan Yu', 'Zhang Fei']"
